office,name,type,508 Compliant,url,year,programs,keywords,state
,"Camuy, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/camuy.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Carolina, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/carolina.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Cayo Icacos, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/cayo-icacos.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Culebra, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/culebra.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Humacao, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/humacao.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Barranquitas, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/barranquitas.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Bayaney, San Sebastian, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/bayaney-san-sebastian.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Cabo Rojo, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/cabo-rojo.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Caguas, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/caguas.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Cayey, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/cayey.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Central Aguirre, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/central-aguirre.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Central La Plata, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/central-la-plata.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Ciales, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/ciales.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Coamo, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/coamo.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Corozal, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/corozal.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Comerio, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/comerio.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"El Yunque, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/el-yunque.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Fajardo, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/fajardo.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Florida, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/florida.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Guanica, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/guanica.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Guayama, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/guayama.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Gurabo, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/gurabo.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Isabela, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/isabela.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Jayuya, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/jayuya.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Juncos, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/juncos.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"La Plata, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/la-plata.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Manati, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/manati.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Maricao, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/maricao.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Mayaguez, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/mayaguez.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Moca, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/moca.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Monte Guillarte, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/monte-guillarte.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Naguabo, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/naguabo.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Naranjito, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/naranjito.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Orocovis, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/orocovis.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Parguera, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/parguera.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Patillas, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/patillas.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Peñuelas, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/penuelas.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Playa de Ponce, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/playa-de-ponce.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Ponce, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/ponce.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Puerto Real, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/puerto-real.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Punta Cucharas, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/punta-cucharas.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Punta Guaynes, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/punta-guaynes.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Punta Tuna, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/punta-tuna.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Punta Puerca, Ceiba, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/punta-puerca-ceiba.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Punta Verraco, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/punta-verraco.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Quebradillas, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/quebradillas.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Rincón, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/rincon.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Rosario, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/rosario.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Rio Descalabrado, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/rio-descalabrado.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Rio Grande, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/rio-grande.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Sabana Grande, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/sabana-grande.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Salinas, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/salinas.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"San Juan, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/san-juan.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"San Sebastian, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/san-sebastian.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Santa Isabel, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/santa-isabel.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"San German, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/san-german.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Utuado, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/utuado.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Yabucoa, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/yabucoa.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Yauco, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/yauco.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Vega, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/vega.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,"Vieques, Puerto Rico - Environmental Sensitivity Index",Map,,map/environmental-sensitivity-index/vieques.pdf,,Endangered Species,"Caribbean Ecological Services Field Office, Shoreline habitats, benthic marine habitats, human-use features, sensitive biological resources","Puerto Rico, US Virgin Islands"
,Draft Endangered Species Act Section 4(d) Rule for the Louisiana pinesnake (Pituophis ruthveni),Environmental Assessment,,environmental-assessment/draft-louisiana-pinesnake-4d.pdf,,Endangered Species,Louisiana Ecological Services Field Office,Louisiana
,Stream visual assessment manual,Manual,TRUE,manual/stream-visual-assessment-manual.pdf,2018,"Fish and Aquatic Conservation, Ecological Services, Endangered Species",,"Georgia, South Carolina, North Carolina, Louisiana, Kentucky, Mississippi, Alabama, Arkansas, Tennessee, Florida, Puerto Rico, US Virgin Islands"
,"Lophozonia tree cavities used for nesting
by Slender‑billed Parakeets (Enicognathus
leptorhynchus) in the central valley of southern
Chile: a potentially vanishing keystone resource",Publication,,https://avianres.biomedcentral.com/articles/10.1186/s40657-017-0061-x,2017,Endangered Species,"Puerto Rican Parrot, Caribbean Ecological Services Field Office",Puerto Rico
,Improving reintroduction planning and implementation through quantitative SWOT analysis,Publication,,https://www.researchgate.net/publication/283337315_Improving_reintroduction_planning_and_implementation_through_quantitative_SWOT_analysis,2015,Endangered Species,"Puerto Rican Parrot, Caribbean Ecological Services Field Office",Puerto Rico
,Monitoring invasive mammalian predator populations sharing habitat with the Critically Endangered Puerto Rican parrot Amazona vittata,Publication,,publication/monitoring-invasive-mammalian-predator-populations-sharing-habitat-with-the-critically-endangered-puerto-rican-parrot-amazona-vittata.pdf,2005,Endangered Species,"Puerto Rican Parrot, Caribbean Ecological Services Field Office",Puerto Rico
Caribbean Ecological Services Field Office,Blanket clearance letter,Letter,,letter/caribbean-blanket-clearence-letter.pdf,,Endangered Species,"Puerto Rican Parrot, Caribbean Ecological Services Field Office","Puerto Rico, US Virgin Islands"
,Recommended practices for Landscape Conservation Design,Guidelines,,guidelines/landscape-conservation-design-best-practices.pdf,2018,Science Applications,"Landscape Conservation Cooperatives, Partnership",
,"Survival of captive-reared Hispaniolan parrots released in Parque Nacional Del Este, Dominican Republic",Publication,,https://www.jstor.org/stable/1370540?seq=1#metadata_info_tab_contents,2003,Endangered Species,"Puerto Rican Parrot, Caribbean Ecological Services Field Office",Puerto Rico
,Optimal allocation of captive‐reared Puerto Rican parrots: Decisions when divergent dynamics characterize managed populations,Publication,,https://onlinelibrary.wiley.com/doi/full/10.1002/jwmg.569,2013,Endangered Species,"Puerto Rican Parrot, Caribbean Ecological Services Field Office",Puerto Rico
,Nest management for the Puerto Rican parrot (Amazona vittata): Gaining the technological edge,Publication,,https://www.researchgate.net/publication/232830783_Nest_management_for_the_Puerto_Rican_Parrot_Amazona_vittata_Gaining_the_technological_edge,2004,Endangered Species,"Puerto Rican Parrot, Caribbean Ecological Services Field Office",Puerto Rico
,Proctor Creek Urban Environmental Education Guide,Workbook,,workbook/proctor-creek-education-guide.pdf,2018,Ecological Services,"Environmental Education, Urban, Wildlife, Workbook",Georgia
,Farming for waterfowl on National Wildlife Refuges in the Southeast Region,Fact Sheet,TRUE,fact-sheet/farming-for-waterfowl.pdf,2018,"Migratory Birds, Refuges",Waterfowl library,
,The importance of the Southeast Region to waterfowl populations,Fact Sheet,TRUE,fact-sheet/importance-of-southeast-to-waterfowl.pdf,2018,"Migratory Birds, Refuges",Waterfowl library,
,The importance of providing sanctuary on National Wildlife Refuges in the Southeast Region,Fact Sheet,TRUE,fact-sheet/importance-of-providing-sanctuary-on-national-wildlife-refuges-in-the-southeast.pdf,2018,"Migratory Birds, Refuges",Waterfowl library,
,News from the Coastal North Carolina National Wildlife Refuges Complex,Newsletter,TRUE,newsletter/wings-october-2018.pdf,2018,Refuges,,North Carolina
,"Checklist of information to include when initiating
consultations",Checklist,TRUE,checklist/south-carolina-esfo-section-7-checklist.pdf,,Endangered Species,South Carolina Ecological Services Field Office,South Carolina
South Carolina Ecological Services Field Office,Partners Program Strategic Plan,Strategic Plan,,strategic-plan/partners-for-fish-and-wildlife-program-strategic-plan-2012-2016.pdf,2011,Partners for Fish and Wildlife,South Carolina Ecological Services Field Office,South Carolina
South Carolina Ecological Services Field Office,Coastal Program Strategic Plan,Strategic Plan,TRUE,strategic-plan/south-carolina-coastal-program-strategic-plan.pdf,2017,Coastal Program,,South Carolina
,Reducing bird collisions with buildings and building glass best practices,Best Management Practice,TRUE,best-management-practices/reducing-bird-collisions-with-buildings-and-building-glass-best-practices.pdf,2016,,,South Carolina
,"Santee River Basin Accord for Diadromous Fish Protection, Restoration, and Enhancement",Agreement,TRUE,agreement/santee-river-basin-accord.pdf,2008,,"FERC, South Carolina Ecological Services Field Office
",South Carolina
,Conserving South Carolina’s at-risk species: Species facing threats to their survival,Fact Sheet,TRUE,fact-sheet/south-carolina-esfo-at-risk-species.pdf,2019,Endangered Species,"At-risk species, South Carolina Ecological Services Field Office",South Carolina
,Workbook and key to the freshwater bivalves of South Carolina,Workbook,TRUE,workbook/south-carolina-freshwater-bivalves.pdf,2008,"Endangered Species, Fish and Aquatic Conservation","Environmental education, kids, South Carolina Ecological Services Field Office",South Carolina
,Red-cockaded woodpecker,Recovery Plan,,https://ecos.fws.gov/docs/recovery_plan/030320_2.pdf,2003,Endangered Species,,"South Carolina, North Carolina, Florida, Georgia"
,U.S. Fish and Wildlife Service clearance letter for potential or proposed solar power generation projects,Letter,TRUE,letter/south-carolina-solar-power-clearance.pdf,2019,Endangered Species,"Photovoltaic, Solar, Green, Renewable energy, South Carolina Ecological Services Field Office",South Carolina
,"South Carolina marine debris emergency response guide:
 comprehensive guidance document",Guidelines,,guidelines/south-carolina-marine-debris-emergency-response-guide.pdf,2018,Endangered Species,"NOAA, National Oceanic and Atmospheric Administration",South Carolina
,U.S. Fish and Wildlife Service clearance to proceed with communication tower projects,Letter,TRUE,letter/south-carolina-communication-tower-clearance.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,South Carolina
,U.S. Fish and Wildlife Service clearance for species and habitat assessments,Letter,TRUE,letter/south-carolina-clearance-for-species-and-habitat-assessments.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,South Carolina
,"U.S.
Fish and Wildlife Service Clearance to Proceed with U.S. Department of Commerce,
 U.S.
Department of Housing and Urban Development, and U.S. Department of Agriculture Projects",Letter,TRUE,letter/south-carolina-clearance-to-proceeed-with-us-dept-of-commerce-us-dept-of-housing-and-urban-development-and-us-dept-of-agriculture-projects.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,South Carolina
,"South Carolina survey windows for threatened, endangered and at-risk animals",Guidelines,TRUE,guidelines/south-carolina-survey-windows-for-animals.pdf,,Endangered Species,"South Carolina Ecological Services Field Office, Survey",South Carolina
,Ecological communities of South Carolina,Fact Sheet,TRUE,fact-sheet/ecological-communities-of-south-carolina.pdf,,Ecological Services,South Carolina Ecological Services Field Office,South Carolina
,"South Carolina survey windows for threatened, endangered and at-risk plants",Guidelines,TRUE,guidelines/south-carolina-survey-windows-for-plants.pdf,,Endangered Species,"South Carolina Ecological Services Field Office, Survey",South Carolina
,"Recommended Best Practices for Communication Tower Design, Siting, Construction, Operation, Maintenance, and Decommissioning",Best Management Practice,TRUE,best-management-practices/communication-towers-best-practices.pdf,2018,Migratory Birds,,"North Carolina, South Carolina, Florida, Georgia, Tennessee, Kentucky, Arkansas, Mississippi, Alabama, Louisiana, Puerto Rico, US Virgin Islands"
,ESA Basics: 40 Years of Conserving Endangered Species,Fact Sheet,,https://www.fws.gov/endangered/esa-library/pdf/ESA_basics.pdf,2013,Endangered Species,,"North Carolina, South Carolina, Florida, Georgia, Tennessee, Kentucky, Arkansas, Mississippi, Alabama, Louisiana, Puerto Rico, US Virgin Islands"
,Technical and Financial Assistance for Habitat Restoration through South Carolina's Program Guidelines,Guidelines,TRUE,guidelines/partners-for-fish-and-wildlife-in-south-carolina.pdf,2013,Partners for Fish and Wildlife,South Carolina Ecological Services Field Office,South Carolina
,International Center for Birds of Prey Combined Use Avian Medical Facility - Oil Spill Response Facility,Fact Sheet,TRUE,fact-sheet/international-center-for-birds-of-prey-combined-use-avian-medical-facility-oil-spill-response-facility.pdf,2008,Natural Resources Damage Assessment and Restoration,South Carolina Ecological Services Field Office,South Carolina
,South Carolina Coastal Program Guidelines,Guidelines,TRUE,guidelines/south-carolina-coastal-program.pdf,2013,Coastal Program,South Carolina Ecological Services Field Office,South Carolina
,Candidate Species: Section 4 of the Endangered Species Act,Fact Sheet,TRUE,fact-sheet/candidate-species-section-4-esa.pdf,,"Endangered Species, At-Risk Species",South Carolina Ecological Services Field Office,"North Carolina, South Carolina, Florida, Georgia, Tennessee, Kentucky, Arkansas, Mississippi, Alabama, Louisiana, Puerto Rico, US Virgin Islands"
South Carolina Ecological Services Field Office,Office work plan,Strategic Plan,TRUE,strategic-plan/south-carolina-esfo-office-work-plan.pdf,2015,Ecological Services,,South Carolina
,The Coastal Program in South Carolina: Protecting and restoring coastal habitat,Fact Sheet,TRUE,fact-sheet/south-carolina-coastal-program.pdf,2017,Coastal Program,South Carolina Ecological Services Field Office,South Carolina
,"Opportunities to Reduce Bird Collisions with Communications Towers
While Reducing Tower Lighting Costs",Guidelines,TRUE,guidelines/reducing-bird-communication-tower-collisions.pdf,2015,,"Federal Communications Commission, FCC",
,Yellow pond-lily (Cape Fear spatterduck),Fact Sheet,TRUE,fact-sheet/yellow-pond-lily.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"South Carolina, North Carolina, Virginia"
,Little brown bat,Fact Sheet,TRUE,fact-sheet/little-brown-bat.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"South
Carolina, Georgia, Alabama, Mississippi"
,Saltmarsh sparrow,Fact Sheet,TRUE,fact-sheet/saltmarsh-sparrow.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"South Carolina, North Carolina, Georgia, Florida, Virginia, Delaware, Maryland"
,Eastern diamondback rattlesnake,Fact Sheet,TRUE,fact-sheet/eastern-diamondback-rattlesnake.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"South Carolina, North Carolina, Georgia, Florida, Alabama, Mississippi, Louisiana"
,Wireleaf dropseed,Fact Sheet,TRUE,fact-sheet/wireleaf-dropseed.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"South Carolina, North Carolina, Georgia, Alabama"
,Sun-facing coneflower,Fact Sheet,TRUE,fact-sheet/sun-facing-coneflower.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Virginia, North Carolina, South Carolina, Georgia, Alabama"
,Ravine sedge (impresed nerve sedge),Fact Sheet,TRUE,fact-sheet/ravine-sedge.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Alabama, Mississippi, North Carolina, South Carolina, Georgia"
,Raven's seedbox,Fact Sheet,TRUE,fact-sheet/ravens-seedbox.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Virginia, North Carolina, South Carolina, Florida"
,Purpledisk honeycombhead,Fact Sheet,TRUE,fact-sheet/purpledisk-honeycombhead.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Georgia, Florida, South Carolina, Alabama, North Carolina"
,Ocmulgee skullcap,Fact Sheet,TRUE,fact-sheet/ocmulgee-skullcap.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Georgia, Florida, South Carolina"
,Mountain purple pitcher plant,Fact Sheet,TRUE,fact-sheet/mountain-purple-pitcher-plant.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"North Carolina, South Carolina, Georgia"
,Harper's fimbristylis,Fact Sheet,TRUE,fact-sheet/harpers-fimbristylis.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Delaware, Maryland, Virginia, Kentucky, Tennessee, North Carolina, South Carolina, Georgia"
,Godfrey's stitchwort,Fact Sheet,TRUE,fact-sheet/godfreys-stitchwort.pdf,2019,Endangered Species,South Carolina Ecological Services Field Office,"Tennessee, North Carolina, South Carolina, Georgia, Alabama and Florida"
